---------------------------------------------------- beginning of /proc/kmsg
U 01-01 00:00:07.098 N boxinit     (init-1)                         : process 'ncp5623c_drv', pid 134 exited
U 01-01 00:00:07.100 N boxinit     (init-1)                         : starting 'pca9633_drv'
U 01-01 00:00:07.105 N boxinit     (init-1)                         : process 'config_cgroups', pid 80 exited
U 01-01 00:00:07.224 N boxinit     (init-1)                         : process 'pca9633_drv', pid 141 exited
U 01-01 00:00:07.226 N boxinit     (init-1)                         : starting 'irradiance_drv'
U 01-01 00:00:07.233 I 'irradiance-init'(ulogger-137)               : Loading ublox gps config
U 01-01 00:00:07.433 N boxinit     (init-1)                         : process 'probe_wifi', pid 97 exited
U 01-01 00:00:07.434 N boxinit     (init-1)                         : starting 'wifi_timeout'
U 01-01 00:00:07.585 N boxinit     (init-1)                         : process 'hostapd_cfg', pid 108 exited
U 01-01 00:00:07.723 I jubamountd  (jubamountd-86)                  : mounting /dev/sda1 on /tmp/mounts/usb/sda1/UNTITLED with vfat flags=0xf opts='utf8,uid=1000,gid=1000,fmask=702,dmask=702,shortname=mixed'
U 01-01 00:00:08.300 N boxinit     (init-1)                         : process 'irradiance_drv', pid 142 exited
U 01-01 00:00:08.756 I led_client  (led-cli-171)                    : LED client connecting...
U 01-01 00:00:08.843 I calibration_check(calibration_che-174)       : Checking irradiance calibration
U 01-01 00:00:08.876 N boxinit     (init-1)                         : starting 'sensors_ir'
U 01-01 00:00:08.941 I libHAL      (sensors_ir-176/thread_main-177) : HAL_safe_strcpy: N:30, Src: '/dev/i2c-3'
U 01-01 00:00:08.941 I libHAL      (sensors_ir-176/thread_main-177) : HAL_safe_strcpy: N:30, Src: 'ak8963'
U 01-01 00:00:08.941 I libHAL      (sensors_ir-176/thread_main-177) : HAL_safe_strcpy: N:30, Src: '/dev/i2c-4'
U 01-01 00:00:08.941 I libHAL      (sensors_ir-176/thread_main-177) : HAL_safe_strcpy: N:30, Src: 'mpu6050'
U 01-01 00:00:08.942 I libHAL      (sensors_ir-176/thread_main-177) : HAL_safe_strcpy: N:11, Src: '/dev/i2c-3'
U 01-01 00:00:08.942 I libHAL      (sensors_ir-176/thread_main-177) : HAL_safe_strcpy: N:11, Src: '/dev/i2c-4'
K 01-01 00:00:04.016 I KERNEL                                       : VFP support v0.3: implementor 41 architecture 3 part 30 variant 9 rev 2
K 01-01 00:00:04.023 I KERNEL                                       : ThumbEE CPU extension supported.
K 01-01 00:00:04.030 W KERNEL                                       : i2c-core: driver [siihdmi] using legacy suspend method
K 01-01 00:00:04.036 I KERNEL                                       : usb 1-1.1: New USB device found, idVendor=058f, idProduct=6366
K 01-01 00:00:04.036 W KERNEL                                       : i2c-core: driver [siihdmi] using legacy resume method
K 01-01 00:00:04.049 I KERNEL                                       : usb 1-1.1: New USB device strings: Mfr=1, Product=2, SerialNumber=3
K 01-01 00:00:05.506 I KERNEL                                       : usb 1-1.1: Product: Flash Card Reader/Writer
K 01-01 00:00:05.506 I KERNEL                                       : p7mu-rtc p7mu-rtc: setting system clock to 1970-01-01 00:00:05 UTC (5)
K 01-01 00:00:05.519 I KERNEL                                       : ALSA device list:
K 01-01 00:00:05.519 I KERNEL                                       : usb 1-1.1: Manufacturer: Generic
K 01-01 00:00:05.519 I KERNEL                                       : usb 1-1.1: SerialNumber: 058F63666485
K 01-01 00:00:05.531 I KERNEL                                       :   No soundcards found.
K 01-01 00:00:05.532 W KERNEL                                       : mmc1: card claims to support voltages below the defined range. These will be ignored.
K 01-01 00:00:05.533 I KERNEL                                       : scsi0 : usb-storage 1-1.1:1.0
K 01-01 00:00:05.564 I KERNEL                                       : EXT4-fs (mmcblk0p4): mounted filesystem with ordered data mode. Opts: (null)
K 01-01 00:00:05.572 I KERNEL                                       : VFS: Mounted root (ext4 filesystem) readonly on device 179:4.
K 01-01 00:00:05.579 I KERNEL                                       : Freeing init memory: 224K
K 01-01 00:00:05.583 I KERNEL                                       : Write protecting the kernel text section 80008000 - 80826000
K 01-01 00:00:05.597 W KERNEL                                       : mmc1: queuing unknown CIS tuple 0x91 (3 bytes)
K 01-01 00:00:05.613 I KERNEL                                       : mmc1: new high speed SDIO card at address 0001
K 01-01 00:00:05.639 I KERNEL                                       : usb 1-1.2: new high-speed USB device number 4 using ci_hdrc
K 01-01 00:00:05.751 I KERNEL                                       : usb 1-1.2: New USB device found, idVendor=19cf, idProduct=5100
K 01-01 00:00:05.758 I KERNEL                                       : usb 1-1.2: New USB device strings: Mfr=1, Product=2, SerialNumber=3
K 01-01 00:00:05.765 I KERNEL                                       : usb 1-1.2: Product: Sunshine
K 01-01 00:00:05.769 I KERNEL                                       : usb 1-1.2: Manufacturer: Parrot SA
K 01-01 00:00:05.773 I KERNEL                                       : usb 1-1.2: SerialNumber: PI040379AA6E000610
K 01-01 00:00:05.776 I KERNEL                                       : created 128K log 'ulog_kmsgd'
K 01-01 00:00:05.868 I KERNEL                                       : EXT4-fs (mmcblk0p6): barriers disabled
K 01-01 00:00:06.539 N KERNEL                                       : scsi 0:0:0:0: Direct-Access     Multiple Card  Reader     1.00 PQ: 0 ANSI: 4
K 01-01 00:00:07.143 W KERNEL                                       : EXT4-fs (mmcblk0p6): warning: mounting fs with errors, running e2fsck is recommended
K 01-01 00:00:07.162 I KERNEL                                       : EXT4-fs (mmcblk0p6): recovery complete
K 01-01 00:00:07.164 I KERNEL                                       : EXT4-fs (mmcblk0p6): mounted filesystem with writeback data mode. Opts: discard,data=writeback,nobarrier
K 01-01 00:00:07.167 I KERNEL                                       : EXT4-fs (mmcblk0p7): barriers disabled
K 01-01 00:00:07.170 I KERNEL                                       : EXT4-fs (mmcblk0p7): recovery complete
K 01-01 00:00:07.170 I KERNEL                                       : EXT4-fs (mmcblk0p7): mounted filesystem with writeback data mode. Opts: discard,data=writeback,nobarrier
K 01-01 00:00:07.173 I KERNEL                                       : EXT4-fs (mmcblk0p5): barriers disabled
K 01-01 00:00:07.175 I KERNEL                                       : EXT4-fs (mmcblk0p5): mounted filesystem with writeback data mode. Opts: data=writeback,nobarrier
K 01-01 00:00:07.193 N KERNEL                                       : sd 0:0:0:0: [sda] 63272960 512-byte logical blocks: (32.3 GB/30.1 GiB)
K 01-01 00:00:07.196 N KERNEL                                       : sd 0:0:0:0: [sda] Write Protect is off
K 01-01 00:00:07.196 D KERNEL                                       : sd 0:0:0:0: [sda] Mode Sense: 23 00 00 00
K 01-01 00:00:07.199 N KERNEL                                       : sd 0:0:0:0: [sda] Write cache: disabled, read cache: disabled, doesn't support DPO or FUA
K 01-01 00:00:07.211 I KERNEL                                       :  sda: sda1
K 01-01 00:00:07.220 N KERNEL                                       : sd 0:0:0:0: [sda] Attached SCSI removable disk
K 01-01 00:00:07.560 I KERNEL                                       : udev[85]: starting version 164
K 01-01 00:00:07.921 I KERNEL                                       : Loading modules backported from Linux version R8.5-0-gcb51164
K 01-01 00:00:07.921 I KERNEL                                       : Backport generated by backports.git R8.4-0-g0d46f43
K 01-01 00:00:07.923 I KERNEL                                       : EXT4-fs (mmcblk0p5): re-mounted. Opts: (null)
K 01-01 00:00:08.307 W KERNEL                                       : tsl2591: module is from the staging directory, the quality is unknown, you have been warned.
K 01-01 00:00:08.365 I KERNEL                                       : EXT4-fs (mmcblk0p4): re-mounted. Opts: (null)
K 01-01 00:00:08.427 I KERNEL                                       : cfg80211: Calling CRDA to update world regulatory domain
K 01-01 00:00:08.816 I KERNEL                                       : sicilia-irradiance 1-1.2:1.0: Request firware "dvb-usb-dib0700-1.23.fw"
K 01-01 00:00:08.885 I KERNEL                                       : EXT4-fs (mmcblk0p4): re-mounted. Opts: (null)
U 01-01 00:00:08.942 I HAL         (sensors_ir-176/thread_main-177) : /dev/i2c-3
U 01-01 00:00:08.942 I HAL         (sensors_ir-176/thread_main-177) : /dev/i2c-4
U 01-01 00:00:08.945 I libHAL      (sensors_ir-176/thread_main-177) : HAL_ak8963_start: ASA X=168, Y=167, Z=159
U 01-01 00:00:08.946 I libHAL      (sensors_ir-176/thread_main-177) : HAL_ak8963_start: Scale raw->mG X=1.733669109, Y=1.727812118, Z=1.680956197
U 01-01 00:00:08.950 I iio_sensors (sensors_ir-176/IIO_thread-178)  : IIO thread init using sysfs !
U 01-01 00:00:08.950 I iio_sensors (sensors_ir-176/IIO_thread-178)  : IIO refersh rate: 200000 us
U 01-01 00:00:08.951 I colibry     (sensors_ir-176/thread_main-177) : adcFs=40.0 -- adcTs=0.025
U 01-01 00:00:08.951 I colibry     (sensors_ir-176/thread_main-177) : fifo size = 1
U 01-01 00:00:08.969 I colibry     (sensors_ir-176/thread_main-177) : Read Magneto Calibration File Ok (/data/IR_magneto_calibration.conf)
U 01-01 00:00:08.969 I colibry     (sensors_ir-176/thread_main-177) : bias x : -224.303848 --- bias y : -43.262386 --- bias z : -19.848633 --- rayon : 453.263336
U 01-01 00:00:08.970 I colibry     (sensors_ir-176/thread_main-177) : [ESTIMATOR] Start estimator state machine
U 01-01 00:00:08.970 I colibry     (sensors_ir-176/thread_main-177) : Landed entry
U 01-01 00:00:08.970 I colibry     (sensors_ir-176/thread_main-177) : [CONTROLLER] Start control state machine
U 01-01 00:00:08.973 I libshdata   (sensors_ir-176/thread_main-177) : Writing a new header into memory section
U 01-01 00:00:08.973 I libshdata   (sensors_ir-176/thread_main-177) : Writing a new metadata header into memory section
U 01-01 00:00:08.975 I libshdata   (sensors_ir-176/thread_main-177) : Memory section "colibry_sensors_IR" successfully created with revision number : 2
U 01-01 00:00:08.975 I libshdata   (sensors_ir-176/thread_main-177) : Writing a new header into memory section
U 01-01 00:00:08.975 I libshdata   (sensors_ir-176/thread_main-177) : Writing a new metadata header into memory section
U 01-01 00:00:08.975 I libshdata   (sensors_ir-176/thread_main-177) : Memory section "GPS_coordinate" successfully created with revision number : 2
U 01-01 00:00:08.976 I sensors     (sensors_ir-176/thread_main-177) : [SERVER_POMP] Starting server_pomp thread ...
U 01-01 00:00:08.978 I sensors     (sensors_ir-176/thread_main-177) : [SERVER_POMP] pomp server started
U 01-01 00:00:08.979 I led_client  (sensors_ir-176/thread_main-177) : LED client connecting...
U 01-01 00:00:08.988 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device2/in_intensity_both_raw : OK
U 01-01 00:00:09.016 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device2/in_intensity_ir_raw : OK
U 01-01 00:00:09.017 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device2/illuminance0_gain : OK
U 01-01 00:00:09.018 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device2/illuminance0_integration_time : OK
U 01-01 00:00:09.022 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device3/in_intensity_both_raw : OK
U 01-01 00:00:09.024 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device3/in_intensity_ir_raw : OK
U 01-01 00:00:09.024 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device3/illuminance0_gain : OK
U 01-01 00:00:09.025 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device3/illuminance0_integration_time : OK
U 01-01 00:00:09.032 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device4/in_intensity_both_raw : OK
U 01-01 00:00:09.033 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device4/in_intensity_ir_raw : OK
U 01-01 00:00:09.034 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device4/illuminance0_gain : OK
U 01-01 00:00:09.036 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device4/illuminance0_integration_time : OK
U 01-01 00:00:09.041 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device5/in_intensity_both_raw : OK
U 01-01 00:00:09.041 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device5/in_intensity_ir_raw : OK
U 01-01 00:00:09.041 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device5/illuminance0_gain : OK
U 01-01 00:00:09.041 I iio_sensors (sensors_ir-176/IIO_thread-178)  : checking IIO : /sys/bus/iio/devices/iio:device5/illuminance0_integration_time : OK
U 01-01 00:00:09.042 I libshdata   (sensors_ir-176/IIO_thread-178)  : Writing a new header into memory section
U 01-01 00:00:09.042 I libshdata   (sensors_ir-176/IIO_thread-178)  : Writing a new metadata header into memory section
U 01-01 00:00:09.043 I libshdata   (sensors_ir-176/IIO_thread-178)  : Memory section "Irradiance" successfully created with revision number : 2
U 01-01 00:00:09.201 W 'ext4_checker'(ulogger-182)                  : Filesystem /dev/mmcblk0p6 is detected as corrupted. Reparation in progress...
U 01-01 00:00:09.234 I led_client  (led-cli-183)                    : LED client connecting...
K 01-01 00:00:09.404 I KERNEL                                       : usb 1-1.2: Firmware started successfully
K 01-01 00:00:09.450 I KERNEL                                       : wlcore: wl18xx HW: 183x or 180x, PG 2.2 (ROM 0x11)
K 01-01 00:00:09.513 I KERNEL                                       : wlcore: loaded
K 01-01 00:00:09.513 I KERNEL                                       : wlcore: driver version: 
K 01-01 00:00:09.513 I KERNEL                                       : wlcore: compilation time: Fri Jun  2 18:29:38 2017
K 01-01 00:00:09.605 I KERNEL                                       : sicilia-irradiance 1-1.2:1.0: Firmware downloaded
K 01-01 00:00:09.607 I KERNEL                                       : sicilia-irradiance 1-1.2:1.0: Firmware version: 66, 17, 0x10201, 1
K 01-01 00:00:09.609 I KERNEL                                       : sicilia-irradiance 1-1.2:1.0: TTY registration succeed
K 01-01 00:00:09.610 I KERNEL                                       : usb 1-1.2: adapter "dib0700_mfd.0.0" (master sda:0,scl:0)
K 01-01 00:00:09.621 I KERNEL                                       : usb 1-1.2: adapter "dib0700_mfd.2.5" (bit banging sda:2,scl:5)
K 01-01 00:00:09.636 I KERNEL                                       : usb 1-1.2: adapter "dib0700_mfd.3.5" (bit banging sda:3,scl:5)
K 01-01 00:00:09.646 I KERNEL                                       : usb 1-1.2: adapter "dib0700_mfd.7.5" (bit banging sda:7,scl:5)
U 01-01 00:00:09.987 I sensors     (sensors_ir-176/thread_main-177) : Starting gps...
U 01-01 00:00:09.987 I GPS         (sensors_ir-176/thread_main-177) : called GPS_destroy_thread
U 01-01 00:00:09.987 I libgps      (sensors_ir-176/thread_main-177) : LibGPS Parrot NMEA loading..
U 01-01 00:00:09.987 I libgps      (sensors_ir-176/thread_main-177) : gps_device_open: name = gps
U 01-01 00:00:09.987 I libgps      (sensors_ir-176/thread_main-177) : CB get_gps_interface
U 01-01 00:00:09.987 I libgps      (sensors_ir-176/thread_main-177) : gps_init called 0
U 01-01 00:00:09.987 I libgps      (sensors_ir-176/thread_main-177) : gps_open called
U 01-01 00:00:09.991 I libgps      (sensors_ir-176/thread_main-177) : OPEN OK /dev/ttyDIB0 
U 01-01 00:00:09.991 I libgps      (sensors_ir-176/thread_main-177) : Creating GPS reader thread
U 01-01 00:00:09.991 I GPS         (sensors_ir-176/thread_main-177) : GPS thread starting
U 01-01 00:00:09.992 I libgps      (sensors_ir-176/thread_main-177) : gps_start called
U 01-01 00:00:09.992 I libgps      (sensors_ir-176/thread_main-177) : gps_status_emit called with 1
U 01-01 00:00:09.992 E sensors     (sensors_ir-176/thread_main-177) : consumer registered ok : 'IMU_heat_percent'
U 01-01 00:00:09.992 I sensors     (sensors_ir-176/libgps_thread-185): Powering on gps...
U 01-01 00:00:09.997 I libgps      (sensors_ir-176/libgps_thread-185): GpsReader thread started v2.3.2
U 01-01 00:00:09.998 I libgps      (sensors_ir-176/libgps_thread-185): verbose level set to 0
U 01-01 00:00:09.999 I libgps      (sensors_ir-176/libgps_thread-185): current board time not set, setting it to 01/01/12 00:00
U 01-01 00:00:10.003 I sensors     (sensors_ir-176/thread_main-177) : COLIBRY_EVENT_MSG_BATTERY_NEW_PCT (datasize: 4 => 0)
U 01-01 00:00:10.003 I sensors     (sensors_ir-176/thread_main-177) : COLIBRY_EVENT_NEW_ALERTSTATE (datasize: 4 => 2)
U 01-01 00:00:10.006 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 9993255 
U 01-01 00:00:10.021 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10018370 
K 01-01 00:00:09.653 I KERNEL                                       : gpiochip_add: registered GPIOs 264 to 274 on device: dib0700_mfd
K 01-01 00:00:09.653 I KERNEL                                       : sicilia-irradiance 1-1.2:1.0: GPIO chip registered
K 01-01 00:00:09.665 D KERNEL                                       : Registered led device: ncp5623c:irradiance:blue
K 01-01 00:00:09.670 D KERNEL                                       : Registered led device: ncp5623c:irradiance:green
K 01-01 00:00:09.675 D KERNEL                                       : Registered led device: ncp5623c:irradiance:red
K 01-01 00:00:09.743 I KERNEL                                       : usbcore: registered new interface driver sicilia-irradiance
U 01-01 00:00:10.049 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10043478 
U 01-01 00:00:10.071 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10068567 
U 01-01 00:00:10.096 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10093664 
U 01-01 00:00:10.122 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10118778 
U 01-01 00:00:10.147 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10143852 
U 01-01 00:00:10.172 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10168937 
U 01-01 00:00:10.197 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10194052 
U 01-01 00:00:10.222 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10219139 
U 01-01 00:00:10.250 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10244207 
U 01-01 00:00:10.272 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10269335 
U 01-01 00:00:10.298 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10294439 
U 01-01 00:00:10.325 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10319634 
U 01-01 00:00:10.338 I led_client  (led-cli-188)                    : LED client connecting...
U 01-01 00:00:10.348 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10344795 
U 01-01 00:00:10.373 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10369884 
U 01-01 00:00:10.398 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10394983 
U 01-01 00:00:10.423 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10420219 
U 01-01 00:00:10.450 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10445302 
U 01-01 00:00:10.473 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10470384 
U 01-01 00:00:10.498 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10495494 
U 01-01 00:00:10.506 I libgps      (sensors_ir-176/libgps_thread-185): ABR OK baud_rate=115200 (0) N
U 01-01 00:00:10.525 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10520587 
U 01-01 00:00:10.548 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10545693 
U 01-01 00:00:10.574 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10570778 
U 01-01 00:00:10.599 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10595896 
U 01-01 00:00:10.624 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10621020 
U 01-01 00:00:10.651 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10646133 
U 01-01 00:00:10.658 I 'vfat_manager'(ulogger-190)                  : Remounting /dev/sda1 in read-write
U 01-01 00:00:10.674 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10671239 
U 01-01 00:00:10.699 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10696358 
U 01-01 00:00:10.724 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10721449 
U 01-01 00:00:10.749 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10746497 
U 01-01 00:00:10.774 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10771536 
U 01-01 00:00:10.799 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10796569 
U 01-01 00:00:10.824 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10821602 
U 01-01 00:00:10.851 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10846642 
U 01-01 00:00:10.874 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10871680 
U 01-01 00:00:10.899 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10896717 
U 01-01 00:00:10.924 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10921759 
U 01-01 00:00:10.949 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10946795 
U 01-01 00:00:10.949 I GPS         (sensors_ir-176/thread_main-177) : GPS thread status = running
U 01-01 00:00:10.974 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10971834 
U 01-01 00:00:10.999 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 10996876 
U 01-01 00:00:11.025 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11021919 
U 01-01 00:00:11.052 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11046965 
U 01-01 00:00:11.075 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11072028 
U 01-01 00:00:11.100 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11097073 
U 01-01 00:00:11.125 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11122111 
U 01-01 00:00:11.150 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11147148 
U 01-01 00:00:11.175 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11172183 
U 01-01 00:00:11.200 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11197218 
U 01-01 00:00:11.225 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11222253 
U 01-01 00:00:11.251 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11247292 
U 01-01 00:00:11.275 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11272331 
U 01-01 00:00:11.300 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11297368 
U 01-01 00:00:11.325 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11322401 
U 01-01 00:00:11.350 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11347510 
U 01-01 00:00:11.364 I 'ext4_checker'(ulogger-193)                  : Reparation ended successfully
U 01-01 00:00:11.376 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11372649 
U 01-01 00:00:11.401 W sensors     (sensors_ir-176/thread_main-177) : Telemetry failed to get sample for 'IMU_heat_percent.heater_val' and/or 'Temperature' : time = 11397755 
U 01-01 00:00:11.408 N boxinit     (init-1)                         : process 'ext4_fs_checker', pid 79 exited
U 01-01 00:00:11.409 N boxinit     (init-1)                         : starting 'usb_prop_set'
U 01-01 00:00:11.412 N boxinit     (init-1)                         : starting 'palermo'
U 01-01 00:00:11.415 N boxinit     (init-1)                         : starting 'sensors_main_pv'
K 01-01 00:00:02.905 E KERNEL                                       : android_usb: already disabled
K 01-01 00:00:03.931 E KERNEL                                       : android_usb: already disabled
K 01-01 00:00:03.933 I KERNEL                                       : mtp_bind_config
K 01-01 00:00:03.935 I KERNEL                                       : rndis_function_bind_config MAC: 00:00:00:00:00:00
